[29, 29, 29]	1.0
[3, 4, 8, 22, 29]	0.3593376885010109
[3, 11, 20, 22, 29]	0.2606237005674531
[3, 8, 20, 22, 29]	0.2271733270608321
[3, 11, 22, 24, 29]	0.22336547712931637
[3, 20, 22, 23, 29]	0.21133438148346412
[3, 8, 22, 24, 29]	0.19626242954550954
[6, 9, 20, 28, 29]	0.17382445756897746
[3, 4, 20, 22, 29]	0.17204880350748558
[6, 9, 20, 21, 29]	0.15661652225844674
[3, 22, 23, 24, 29]	0.1527797984810638
[3, 6, 11, 23, 29]	0.15232181063606945
[3, 4, 22, 24, 29]	0.14908745961855407
[3, 20, 22, 24, 29]	0.11854389014625291
[6, 9, 20, 24, 29]	0.11169592639430423
[6, 20, 21, 24, 29]	0.10997903023051095
[6, 11, 22, 29]	0.10483187729683684
[1, 3, 4, 6, 29]	0.10360032527079881
[3, 4, 6, 11, 29]	0.09860475089261926
[6, 20, 24, 28, 29]	0.0985277553245207
[6, 9, 21, 24, 29]	0.0967681774221496
[3, 8, 21, 22, 29]	0.09653987314560503
[3, 6, 22, 29]	0.09089022429918354
[3, 6, 20, 29]	0.08983898762445036
[6, 9, 24, 28, 29]	0.08510065568740688
[0, 3, 4, 6, 29]	0.08278383477003667
[6, 8, 11, 20, 29]	0.07759955926873777
[1, 6, 22, 23, 29]	0.07749818597885241
[6, 8, 22, 29]	0.06952135077709802
[3, 20, 21, 22, 29]	0.06338210007220318
[3, 6, 11, 28, 29]	0.060224066163368214
[3, 20, 22, 28, 29]	0.05942993226069417
[3, 6, 8, 29]	0.0588445665856712
[0, 6, 22, 23, 29]	0.05593625268220147
[3, 8, 9, 22, 29]	0.05576069065226089
[5, 6, 22, 23, 29]	0.05316263643617101
[3, 7, 22, 24, 29]	0.0488556369107356
[3, 4, 6, 23, 29]	0.03665994470146602
[6, 7, 20, 24, 29]	0.03629080368432168
[3, 6, 23, 28, 29]	0.03466030864422149
[3, 9, 20, 22, 29]	0.031207046527730164
[4, 6, 9, 20, 29]	0.031197562538344027
[3, 21, 22, 24, 29]	0.028612403011296493
[4, 6, 22, 29]	0.02811227146933464
[3, 4, 9, 22, 29]	0.02798079902766456
[6, 8, 11, 24, 29]	0.02646509440130468
[3, 4, 6, 25, 29]	0.023776506000662233
[6, 7, 9, 24, 29]	0.022631870671348198
[4, 6, 20, 24, 29]	0.01796982581112868
[6, 11, 20, 24, 29]	0.015091725359771413
[6, 9, 11, 20, 29]	0.00995020983664287
[4, 6, 8, 20, 29]	0.008235970085400616
[6, 20, 22, 29]	0.005616599217048333
[6, 22, 23, 25, 29]	0.002408082983176174
[3, 6, 24, 29]	-0.00312865072618874
[3, 22, 24, 28, 29]	-0.004215221845486011
[6, 8, 20, 28, 29]	-0.00613499090812083
[3, 4, 6, 28, 29]	-0.006524413032537413
[3, 9, 22, 24, 29]	-0.010906257333686397
[3, 4, 5, 6, 29]	-0.011115860600158862
[4, 6, 9, 24, 29]	-0.016842429125977908
[4, 6, 21, 24, 29]	-0.024080463305858356
[6, 20, 23, 24, 29]	-0.024487850841815033
[3, 4, 6, 19, 29]	-0.025155066703636614
[4, 6, 8, 24, 29]	-0.028601615232827293
[3, 6, 7, 28, 29]	-0.029741751751679247
[3, 6, 9, 29]	-0.030559175203974415
[6, 8, 20, 24, 29]	-0.03545386865278951
[3, 6, 7, 11, 29]	-0.037215201985755786
[6, 8, 9, 20, 29]	-0.04162121022793331
[6, 8, 20, 21, 29]	-0.0420775842433654
[3, 6, 7, 23, 29]	-0.04887050421351328
[6, 9, 11, 24, 29]	-0.05238666137688426
[2, 3, 4, 6, 29]	-0.054269637158802085
[0, 6, 7, 22, 29]	-0.05657349819597096
[3, 6, 21, 29]	-0.05900260269952113
[3, 9, 21, 22, 29]	-0.059084502278872596
[6, 9, 23, 24, 29]	-0.06305458822771677
[6, 8, 23, 24, 29]	-0.06331849239183941
[3, 4, 6, 16, 29]	-0.06639942856161332
[4, 6, 8, 9, 29]	-0.06853877378033783
[6, 7, 22, 23, 29]	-0.07125331549799098
[6, 19, 22, 23, 29]	-0.07582040390229614
[2, 6, 22, 23, 29]	-0.07782217852822762
[5, 6, 7, 22, 29]	-0.07784161436263864
[6, 22, 28, 29]	-0.07816010476096001
[6, 16, 22, 23, 29]	-0.08222866626924195
[3, 4, 6, 7, 29]	-0.08352489118402832
[6, 8, 24, 28, 29]	-0.08365638644359737
[6, 22, 24, 29]	-0.0887476171859554
[1, 6, 7, 22, 29]	-0.0897367274178466
[6, 8, 21, 24, 29]	-0.09072352273356843
[6, 8, 9, 21, 29]	-0.09725092598035853
[6, 8, 9, 24, 29]	-0.09761075551864622
[6, 7, 22, 25, 29]	-0.1034482351109733
[6, 9, 22, 29]	-0.1253914421291164
[6, 7, 16, 22, 29]	-0.12589394650685204
[2, 6, 7, 22, 29]	-0.1290661729660963
[6, 21, 22, 29]	-0.13451799347978804
